record,train,test
HR00404,True,False
HR00405,True,False
HR00406,True,False
HR00407,True,False
HR00408,True,False
HR00409,True,False
HR00410,True,False
HR00411,True,False
HR00412,False,True
HR00413,True,False
HR00414,False,True
HR00415,True,False
HR00416,True,False
HR00417,True,False
HR00418,True,False
HR00419,True,False
HR00420,True,False
HR00421,False,True
HR00422,False,True
HR00423,True,False
HR00424,False,True
HR00425,True,False
HR00426,True,False
HR00427,True,False
HR00428,True,False
HR00429,True,False
HR00430,True,False
HR00431,True,False
HR00432,True,False
HR00433,True,False
HR00434,True,False
HR00435,True,False
HR00436,True,False
HR00437,True,False
HR00438,True,False
HR00439,True,False
HR00440,False,True
HR00441,False,True
HR00442,True,False
HR00443,False,True
HR00444,True,False
HR00445,True,False
HR00446,True,False
HR00447,True,False
HR00448,True,False
HR00449,True,False
HR00450,False,True
HR00451,True,False
HR00452,False,True
HR00453,False,True
HR00454,True,False
HR00455,True,False
HR00456,True,False
HR00457,False,True
HR00458,False,True
HR00459,True,False
HR00460,True,False
HR00461,True,False
HR00462,True,False
HR00463,True,False
HR00464,True,False
HR00465,True,False
HR00466,True,False
HR00467,True,False
HR00468,True,False
HR00469,True,False
HR00470,True,False
HR00471,True,False
HR00472,True,False
HR00473,True,False
HR00474,True,False
HR00475,False,True
HR00476,True,False
HR00477,True,False
HR00478,False,True
HR00479,True,False
HR00480,False,True
HR00481,True,False
HR00482,False,True
HR00483,True,False
HR00484,False,True
HR00485,True,False
HR00486,True,False
HR00487,True,False
HR00488,True,False
HR00489,False,True
HR00490,True,False
HR00491,False,True
HR00492,True,False
HR00493,True,False
HR00494,True,False
HR00495,True,False
HR00496,False,True
HR00497,True,False
HR00498,True,False
HR00499,True,False
HR00500,True,False
HR00501,True,False
HR00502,True,False
HR00503,True,False
HR00504,True,False
HR00505,True,False
HR00506,True,False
HR00507,False,True
HR00508,True,False
HR00509,True,False
HR00510,True,False
HR00511,True,False
HR00512,False,True
HR00513,True,False
HR00514,True,False
HR00515,False,True
HR00516,True,False
HR00517,True,False
HR00518,True,False
HR00519,True,False
HR00520,False,True
HR00521,True,False
HR00522,False,True
HR00523,True,False
HR00524,False,True
HR00525,False,True
HR00526,False,True
HR00527,True,False
HR00528,True,False
HR00529,True,False
HR00530,True,False
HR00531,False,True
HR00532,True,False
HR00533,True,False
HR00534,True,False
HR00535,True,False
HR00536,True,False
HR00537,True,False
HR00538,True,False
HR00539,True,False
HR00540,False,True
HR00541,False,True
HR00542,True,False
HR00543,False,True
HR00544,False,True
HR00545,True,False
HR00546,True,False
HR00547,False,True
HR00548,True,False
HR00549,True,False
HR00550,True,False
HR00551,True,False
HR00552,True,False
HR00553,True,False
HR00554,True,False
HR00555,True,False
HR00556,True,False
HR00557,True,False
HR00558,True,False
HR00559,False,True
HR00560,True,False
HR00561,False,True
HR00562,False,True
HR00563,True,False
HR00564,True,False
HR00565,True,False
HR00566,False,True
HR00567,True,False
HR00568,True,False
HR00569,False,True
HR00570,True,False
HR00571,True,False
HR00572,True,False
HR00573,True,False
HR00574,True,False
HR00575,True,False
HR00576,True,False
HR00577,False,True
HR00578,True,False
HR00579,True,False
HR00580,True,False
HR00581,True,False
HR00582,True,False
HR00583,True,False
HR00584,True,False
HR00585,True,False
HR00586,True,False
HR00587,True,False
HR00588,True,False
HR00589,True,False
HR00590,True,False
HR00591,True,False
HR00592,True,False
HR00593,True,False
HR00594,True,False
HR00595,True,False
HR00596,True,False
HR00597,True,False
HR00598,True,False
HR00599,True,False
HR00600,True,False
HR00601,True,False
HR00602,False,True
HR00603,True,False
HR00604,True,False
HR00605,True,False
HR00606,False,True
HR00607,False,True
HR00608,True,False
HR00609,True,False
HR00610,True,False
HR00611,True,False
HR00612,True,False
HR00613,False,True
HR00614,True,False
HR00615,True,False
HR00616,False,True
HR00617,True,False
HR00618,True,False
HR00619,True,False
HR00620,True,False
HR00621,False,True
HR00622,True,False
HR00623,True,False
HR00624,True,False
HR00625,True,False
HR00626,False,True
HR00627,True,False
HR00628,True,False
HR00629,True,False
HR00630,True,False
HR00631,True,False
HR00632,True,False
HR00633,True,False
HR00634,True,False
HR00635,True,False
HR00636,True,False
HR00637,True,False
HR00638,True,False
HR00639,True,False
HR00640,True,False
HR00641,True,False
HR00642,True,False
HR00643,True,False
HR00644,True,False
HR00645,True,False
HR00646,True,False
HR00647,True,False
HR00648,False,True
HR00649,True,False
HR00650,False,True
HR00651,True,False
HR00652,True,False
HR00653,True,False
HR00654,True,False
HR00655,True,False
HR00656,True,False
HR00657,False,True
HR00658,True,False
HR00659,True,False
HR00660,False,True
HR00661,True,False
HR00662,False,True
HR00663,True,False
HR00664,True,False
HR00665,False,True
HR00666,False,True
HR00667,False,True
HR00668,True,False
HR00669,True,False
HR00670,True,False
HR00671,True,False
HR00672,True,False
HR00673,True,False
HR00674,True,False
HR00675,True,False
HR00676,True,False
HR00677,False,True
HR00678,True,False
HR00679,True,False
HR00680,True,False
HR00681,True,False
HR00682,False,True
HR00683,False,True
HR00684,True,False
HR00685,True,False
HR00686,True,False
HR00687,True,False
HR00688,True,False
HR00689,True,False
HR00690,True,False
HR00691,True,False
HR00692,True,False
HR00693,True,False
HR00694,True,False
HR00695,True,False
HR00696,False,True
HR00697,True,False
HR00698,False,True
HR00699,True,False
HR00700,True,False
HR00701,True,False
HR00702,True,False
HR00703,True,False
HR00704,False,True
HR00705,False,True
HR00706,False,True
HR00707,True,False
HR00708,True,False
HR00709,False,True
HR00710,True,False
HR00711,True,False
HR00712,True,False
HR00713,True,False
HR00714,True,False
HR00715,True,False
HR00716,True,False
HR00717,True,False
HR00718,True,False
HR00719,True,False
HR00720,False,True
HR00721,True,False
HR00722,True,False
HR00723,False,True
HR00724,False,True
HR00725,False,True
HR00726,True,False
HR00727,True,False
HR00728,True,False
HR00729,True,False
HR00730,True,False
HR00731,False,True
HR00732,True,False
HR00733,True,False
HR00734,True,False
HR00735,True,False
HR00736,True,False
HR00737,True,False
HR00738,False,True
HR00739,True,False
HR00740,True,False
HR00741,False,True
HR00742,True,False
HR00743,True,False
HR00744,True,False
HR00745,True,False
HR00746,False,True
HR00747,True,False
HR00748,True,False
HR00749,False,True
HR00750,False,True
HR00751,True,False
HR00752,True,False
HR00753,True,False
HR00754,True,False
HR00755,True,False
HR00756,True,False
HR00757,True,False
HR00758,True,False
HR00759,False,True
HR00760,True,False
HR00761,True,False
HR00762,True,False
HR00763,True,False
HR00764,True,False
HR00765,True,False
HR00766,True,False
HR00767,False,True
HR00768,True,False
HR00769,True,False
HR00770,True,False
HR00771,True,False
HR00772,True,False
HR00773,True,False
HR00774,True,False
HR00775,True,False
HR00776,True,False
HR00777,False,True
HR00778,True,False
HR00779,False,True
HR00780,True,False
HR00781,True,False
HR00782,True,False
HR00783,True,False
HR00784,True,False
HR00785,False,True
HR00786,False,True
HR00787,True,False
HR00788,True,False
HR00789,True,False
HR00790,True,False
HR00791,False,True
HR00792,False,True
HR00793,True,False
HR00794,True,False
HR00795,True,False
HR00796,True,False
HR00797,True,False
HR00798,True,False
HR00799,False,True
HR00800,True,False
HR00801,True,False
HR00802,True,False
HR00803,False,True
HR00804,True,False
HR00805,True,False
HR00806,True,False
HR00807,True,False
HR00808,True,False
HR00809,False,True
HR00810,True,False
HR00811,True,False
HR00812,False,True
HR00813,True,False
HR00814,True,False
HR00815,True,False
HR00816,True,False
HR00817,False,True
HR00818,True,False
HR00819,True,False
HR00820,True,False
HR00821,False,True
HR00822,False,True
HR00823,True,False
HR00824,True,False
HR00825,True,False
HR00826,True,False
HR00827,True,False
HR00828,False,True
HR00829,True,False
HR00830,True,False
HR00831,True,False
HR00832,False,True
HR00833,True,False
HR00834,True,False
HR00835,True,False
HR00836,True,False
HR00837,True,False
HR00838,True,False
HR00839,True,False
HR00840,True,False
HR00841,True,False
HR00842,True,False
HR00843,True,False
HR00844,True,False
HR00845,True,False
HR00846,False,True
HR00847,True,False
HR00848,True,False
HR00849,True,False
HR00850,True,False
HR00851,False,True
HR00852,True,False
HR00853,False,True
HR00854,True,False
HR00855,True,False
HR00856,True,False
HR00857,False,True
HR00858,True,False
HR00859,True,False
HR00860,True,False
HR00861,True,False
HR00862,True,False
HR00863,True,False
HR00864,True,False
HR00865,True,False
HR00866,True,False
HR00867,True,False
HR00868,True,False
HR00869,True,False
HR00870,True,False
HR00871,True,False
HR00872,True,False
HR00873,False,True
HR00874,True,False
HR00875,True,False
HR00876,True,False
HR00877,True,False
HR00878,True,False
HR00879,True,False
HR00880,True,False
HR00881,False,True
HR00882,True,False
HR00883,False,True
HR00884,False,True
HR00885,True,False
HR00886,True,False
HR00887,True,False
HR00888,True,False
HR00889,False,True
HR00890,True,False
HR00891,True,False
HR00892,True,False
HR00893,True,False
HR00894,True,False
HR00895,True,False
HR00896,True,False
HR00897,True,False
HR00898,False,True
HR00899,False,True
HR00900,True,False
HR00901,True,False
HR00902,True,False
HR00903,False,True
HR00904,True,False
HR00905,True,False
HR00906,True,False
HR00907,True,False
HR00908,True,False
HR00909,True,False
HR00910,True,False
HR00911,False,True
HR00912,True,False
HR00913,True,False
HR00914,False,True
HR00915,True,False
HR00916,True,False
HR00917,True,False
HR00918,True,False
HR00919,True,False
HR00920,False,True
HR00921,True,False
HR00922,True,False
HR00923,True,False
HR00924,False,True
HR00925,True,False
HR00926,True,False
HR00927,False,True
HR00928,False,True
HR00929,True,False
HR00930,False,True
HR00931,True,False
HR00932,True,False
HR00933,True,False
HR00934,True,False
HR00935,True,False
HR00936,True,False
HR00937,True,False
HR00938,True,False
HR00939,True,False
HR00940,True,False
HR00941,True,False
HR00942,True,False
HR00943,True,False
HR00944,False,True
HR00945,True,False
HR00946,True,False
HR00947,True,False
HR00948,True,False
HR00949,True,False
HR00950,True,False
HR00951,True,False
HR00952,True,False
HR00953,True,False
HR00954,True,False
HR00955,True,False
HR00956,True,False
HR00957,True,False
HR00958,True,False
HR00959,True,False
HR00960,True,False
HR00961,True,False
HR00962,True,False
HR00963,True,False
HR00964,True,False
HR00965,True,False
HR00966,True,False
HR00967,False,True
HR00968,True,False
HR00969,True,False
HR00970,True,False
HR00971,True,False
HR00972,False,True
HR00973,True,False
HR00974,True,False
HR00975,True,False
HR00976,True,False
HR00977,True,False
HR00978,True,False
HR00979,False,True
HR00980,True,False
HR00981,True,False
HR00982,True,False
HR00983,False,True
HR00984,True,False
HR00985,True,False
HR00986,True,False
HR00987,True,False
HR00988,True,False
HR00989,True,False
HR00990,True,False
HR00991,True,False
HR00992,True,False
HR00993,True,False
HR00994,True,False
HR00995,True,False
HR00996,True,False
HR00997,False,True
HR00998,True,False
HR00999,True,False
HR01000,True,False
HR01001,True,False
HR01002,True,False
HR01003,True,False
HR01004,True,False
HR01005,True,False
HR01006,True,False
HR01007,True,False
HR01008,False,True
HR01009,True,False
HR01010,True,False
HR01011,True,False
HR01012,True,False
HR01013,False,True
HR01014,True,False
HR01015,True,False
HR01016,True,False
HR01017,False,True
HR01018,True,False
HR01019,True,False
HR01020,True,False
HR01021,False,True
HR01022,True,False
HR01023,True,False
HR01024,True,False
HR01025,True,False
HR01026,True,False
HR01027,True,False
HR01028,False,True
HR01029,True,False
HR01030,True,False
HR01031,True,False
HR01032,True,False
HR01033,True,False
HR01034,True,False
HR01035,True,False
HR01036,True,False
HR01037,True,False
HR01038,True,False
HR01039,True,False
HR01040,True,False
HR01041,False,True
HR01042,False,True
HR01043,True,False
HR01044,True,False
HR01045,True,False
HR01046,True,False
HR01047,False,True
HR01048,True,False
HR01049,False,True
HR01050,True,False
HR01051,True,False
HR01052,True,False
HR01053,True,False
HR01054,True,False
HR01055,True,False
HR01056,True,False
HR01057,True,False
HR01058,True,False
HR01059,True,False
HR01060,False,True
HR01061,False,True
HR01062,True,False
HR01063,False,True
HR01064,True,False
HR01065,True,False
HR01066,True,False
HR01067,True,False
HR01068,True,False
HR01069,True,False
HR01070,True,False
HR01071,True,False
HR01072,False,True
HR01073,True,False
HR01074,False,True
HR01075,False,True
HR01076,True,False
HR01077,True,False
HR01078,False,True
HR01079,True,False
HR01080,True,False
HR01081,True,False
HR01082,True,False
HR01083,True,False
HR01084,True,False
HR01085,True,False
HR01086,True,False
HR01087,False,True
HR01088,True,False
HR01089,True,False
HR01090,True,False
HR01091,True,False
HR01092,True,False
HR01093,True,False
HR01094,True,False
HR01095,True,False
HR01096,True,False
HR01097,False,True
HR01098,False,True
HR01099,True,False
HR01100,False,True
HR01101,True,False
HR01102,True,False
HR01103,True,False
HR01104,True,False
HR01105,True,False
HR01106,True,False
HR01107,True,False
HR01108,True,False
HR01109,True,False
HR01110,True,False
HR01111,False,True
HR01112,True,False
HR01113,False,True
HR01114,False,True
HR01115,True,False
HR01116,False,True
HR01117,True,False
HR01118,True,False
HR01119,True,False
HR01120,True,False
HR01121,True,False
HR01122,False,True
HR01123,True,False
HR01124,True,False
HR01125,True,False
HR01126,False,True
HR01127,True,False
HR01128,True,False
HR01129,True,False
HR01130,True,False
HR01131,True,False
HR01132,True,False
HR01133,True,False
HR01134,False,True
HR01135,True,False
HR01136,False,True
HR01137,True,False
HR01138,False,True
HR01139,True,False
HR01140,True,False
HR01141,True,False
HR01142,True,False
HR01143,True,False
HR01144,False,True
HR01145,True,False
HR01146,True,False
HR01147,True,False
HR01148,True,False
HR01149,True,False
HR01150,True,False
HR01151,True,False
HR01152,True,False
HR01153,True,False
HR01154,True,False
HR01155,True,False
HR01156,True,False
HR01157,True,False
HR01158,True,False
HR01159,True,False
HR01160,True,False
HR01161,True,False
HR01162,True,False
HR01163,True,False
HR01164,True,False
HR01165,True,False
HR01166,True,False
HR01167,False,True
HR01168,True,False
HR01169,True,False
HR01170,True,False
HR01171,True,False
HR01172,True,False
HR01173,False,True
HR01174,True,False
HR01175,True,False
HR01176,True,False
HR01177,False,True
HR01178,True,False
HR01179,True,False
HR01180,False,True
HR01181,True,False
HR01182,True,False
HR01183,True,False
HR01184,True,False
HR01185,False,True
HR01186,False,True
HR01187,True,False
HR01188,True,False
HR01189,True,False
HR01190,True,False
HR01191,True,False
HR01192,False,True
HR01193,True,False
HR01194,False,True
HR01195,True,False
HR01196,True,False
HR01197,False,True
HR01198,True,False
HR01199,True,False
HR01200,True,False
HR01201,True,False
HR01202,True,False
HR01203,True,False
HR01204,False,True
HR01205,True,False
HR01206,False,True
HR01207,True,False
HR01208,True,False
HR01209,True,False
HR01210,True,False
HR01211,True,False
HR01212,False,True
HR01213,True,False
HR01214,True,False
HR01215,True,False
HR01216,True,False
HR01217,True,False
HR01218,True,False
HR01219,True,False
HR01220,True,False
HR01221,True,False
HR01222,True,False
HR01223,True,False
HR01224,True,False
HR01225,False,True
HR01226,True,False
HR01227,True,False
HR01228,True,False
HR01229,True,False
HR01230,True,False
HR01231,True,False
HR01232,True,False
HR01233,True,False
HR01234,True,False
HR01235,True,False
HR01236,True,False
HR01237,True,False
HR01238,True,False
HR01239,True,False
HR01240,False,True
HR01241,False,True
HR01242,True,False
HR01243,True,False
HR01244,True,False
HR01245,True,False
HR01246,False,True
HR01247,True,False
HR01248,True,False
HR01249,True,False
HR01250,False,True
HR01251,False,True
HR01252,True,False
HR01253,False,True
HR01254,True,False
HR01255,True,False
HR01256,True,False
HR01257,True,False
HR01258,False,True
HR01259,True,False
HR01260,False,True
HR01261,True,False
HR01262,False,True
HR01263,True,False
HR01264,True,False
HR01265,True,False
HR01266,True,False
HR01267,True,False
HR01268,True,False
HR01269,True,False
HR01270,True,False
HR01271,True,False
HR01272,False,True
HR01273,True,False
HR01274,True,False
HR01275,True,False
HR01276,True,False
HR01277,False,True
HR01278,True,False
HR01279,True,False
HR01280,True,False
HR01281,True,False
HR01282,True,False
HR01283,True,False
HR01284,True,False
HR01285,True,False
HR01286,True,False
HR01287,True,False
HR01288,True,False
HR01289,False,True
HR01290,True,False
HR01291,True,False
HR01292,True,False
HR01293,True,False
HR01294,True,False
HR01295,True,False
HR01296,True,False
HR01297,True,False
HR01298,True,False
HR01299,True,False
HR01300,True,False
HR01301,False,True
HR01302,False,True
HR01303,False,True
HR01304,True,False
HR01305,True,False
HR01306,False,True
HR01307,True,False
HR01308,True,False
HR01309,True,False
HR01310,False,True
HR01311,True,False
HR01312,False,True
HR01313,True,False
HR01314,True,False
HR01315,True,False
HR01316,True,False
HR01317,False,True
HR01318,False,True
HR01319,True,False
HR01320,True,False
HR01321,True,False
HR01322,True,False
HR01323,True,False
HR01324,True,False
HR01325,True,False
HR01326,False,True
HR01327,True,False
HR01328,False,True
HR01329,True,False
HR01330,True,False
HR01331,True,False
HR01332,True,False
HR01333,False,True
HR01334,True,False
HR01335,True,False
HR01336,False,True
HR01337,True,False
HR01338,True,False
HR01339,True,False
HR01340,True,False
HR01341,True,False
HR01342,True,False
HR01343,True,False
HR01344,True,False
HR01345,True,False
HR01346,True,False
HR01347,True,False
HR01348,True,False
HR01349,True,False
HR01350,True,False
HR01351,True,False
HR01352,True,False
HR01353,True,False
HR01354,True,False
HR01355,False,True
HR01356,True,False
HR01357,True,False
HR01358,True,False
HR01359,True,False
HR01360,True,False
HR01361,True,False
HR01362,True,False
HR01363,True,False
HR01364,True,False
HR01365,True,False
HR01366,True,False
HR01367,True,False
HR01368,True,False
HR01369,False,True
HR01370,True,False
HR01371,True,False
HR01372,True,False
HR01373,True,False
HR01374,True,False
HR01375,True,False
HR01376,False,True
HR01377,True,False
HR01378,True,False
HR01379,False,True
HR01380,False,True
HR01381,True,False
HR01382,True,False
HR01383,True,False
HR01384,True,False
HR01385,True,False
HR01386,False,True
HR01387,True,False
HR01388,False,True
HR01389,True,False
HR01390,True,False
HR01391,True,False
HR01392,True,False
HR01393,True,False
HR01394,True,False
HR01395,True,False
HR01396,False,True
HR01397,True,False
HR01398,False,True
HR01399,True,False
HR01400,True,False
HR01401,True,False
HR01402,True,False
HR01403,False,True
HR01404,True,False
HR01405,False,True
HR01406,True,False
HR01407,True,False
HR01408,True,False
HR01409,False,True
HR01410,True,False
HR01411,True,False
HR01412,True,False
HR01413,False,True
HR01414,True,False
HR01415,True,False
HR01416,True,False
HR01417,False,True
HR01418,True,False
HR01419,True,False
HR01420,True,False
HR01421,False,True
HR01422,False,True
HR01423,True,False
HR01424,False,True
HR01425,True,False
HR01426,True,False
HR01427,False,True
HR01428,True,False
HR01429,True,False
HR01430,True,False
HR01431,False,True
HR01432,True,False
HR01433,True,False
HR01434,True,False
HR01435,True,False
HR01436,True,False
HR01437,True,False
HR01438,True,False
HR01439,True,False
HR01440,True,False
HR01441,True,False
HR01442,True,False
HR01443,True,False
HR01444,True,False
HR01445,True,False
HR01446,True,False
HR01447,False,True
HR01448,True,False
HR01449,True,False
HR01450,True,False
HR01451,True,False
HR01452,True,False
HR01453,True,False
HR01454,False,True
HR01455,False,True
HR01456,True,False
HR01457,True,False
HR01458,True,False
HR01459,False,True
HR01460,True,False
HR01461,True,False
HR01462,True,False
HR01463,False,True
HR01464,True,False
HR01465,True,False
HR01466,True,False
HR01467,False,True
HR01468,True,False
HR01469,True,False
HR01470,True,False
HR01471,True,False
HR01472,True,False
HR01473,True,False
HR01474,False,True
HR01475,False,True
HR01476,True,False
HR01477,True,False
HR01478,False,True
HR01479,False,True
HR01480,False,True
HR01481,False,True
HR01482,False,True
HR01483,True,False
HR01484,True,False
HR01485,True,False
HR01486,True,False
HR01487,True,False
HR01488,True,False
HR01489,False,True
HR01490,False,True
HR01491,True,False
HR01492,True,False
HR01493,False,True
HR01494,True,False
HR01495,True,False
HR01496,True,False
HR01497,True,False
HR01498,True,False
HR01499,True,False
HR01500,True,False
HR01501,True,False
HR01502,False,True
HR01503,True,False
HR01504,True,False
HR01505,True,False
HR01506,True,False
HR01507,True,False
HR01508,True,False
HR01509,True,False
HR01510,True,False
HR01511,False,True
HR01512,True,False
HR01513,False,True
HR01514,True,False
HR01515,True,False
HR01516,True,False
HR01517,True,False
HR01518,True,False
HR01519,True,False
HR01520,True,False
HR01521,True,False
HR01522,False,True
HR01523,True,False
HR01524,True,False
HR01525,True,False
HR01526,True,False
HR01527,True,False
HR01528,True,False
HR01529,True,False
HR01530,True,False
HR01531,True,False
HR01532,True,False
HR01533,False,True
HR01534,False,True
HR01535,True,False
HR01536,True,False
HR01537,True,False
HR01538,False,True
HR01539,True,False
HR01540,True,False
HR01541,False,True
HR01542,False,True
HR01543,True,False
HR01544,True,False
HR01545,True,False
HR01546,False,True
HR01547,False,True
HR01548,True,False
HR01549,False,True
HR01550,True,False
HR01551,True,False
HR01552,False,True
HR01553,True,False
HR01554,True,False
