record,train,test
E00261,True,False
E00262,True,False
E00263,True,False
E00264,True,False
E00265,False,True
E00266,False,True
E00267,True,False
E00268,False,True
E00269,True,False
E00270,True,False
E00271,True,False
E00272,True,False
E00273,True,False
E00274,True,False
E00275,True,False
E00276,True,False
E00277,False,True
E00278,True,False
E00279,True,False
E00280,False,True
E00281,True,False
E00282,False,True
E00283,True,False
E00284,True,False
E00285,True,False
E00286,True,False
E00287,True,False
E00288,True,False
E00289,False,True
E00290,True,False
E00291,True,False
E00292,True,False
E00293,False,True
E00294,True,False
E00295,True,False
E00296,True,False
E00297,True,False
E00298,True,False
E00299,True,False
E00300,True,False
E00301,True,False
E00302,True,False
E00303,True,False
E00304,True,False
E00305,True,False
E00306,True,False
E00307,True,False
E00308,True,False
E00309,True,False
E00310,True,False
E00311,True,False
E00312,True,False
E00313,True,False
E00314,True,False
E00315,True,False
E00316,True,False
E00317,False,True
E00318,False,True
E00319,True,False
E00320,True,False
E00321,True,False
E00322,True,False
E00323,False,True
E00324,True,False
E00325,True,False
E00326,False,True
E00327,True,False
E00328,True,False
E00329,False,True
E00330,False,True
E00331,True,False
E00332,True,False
E00333,False,True
E00334,True,False
E00335,False,True
E00336,False,True
E00337,True,False
E00338,True,False
E00339,True,False
E00340,True,False
E00341,False,True
E00342,True,False
E00343,True,False
E00344,True,False
E00345,True,False
E00346,True,False
E00347,True,False
E00348,True,False
E00349,False,True
E00350,True,False
E00351,True,False
E00352,True,False
E00353,True,False
E00354,False,True
E00355,True,False
E00356,True,False
E00357,True,False
E00358,True,False
E00359,False,True
E00360,True,False
E00361,False,True
E00362,True,False
E00363,True,False
E00364,False,True
E00365,False,True
E00366,True,False
E00367,True,False
E00368,False,True
E00369,True,False
E00370,True,False
E00371,True,False
E00372,True,False
E00373,True,False
E00374,True,False
E00375,False,True
E00376,False,True
E00377,True,False
E00378,True,False
E00379,True,False
E00380,False,True
E00381,True,False
E00382,False,True
E00383,True,False
E00384,False,True
E00385,True,False
E00386,True,False
E00387,True,False
E00388,True,False
E00389,True,False
E00390,True,False
E00391,False,True
E00392,True,False
E00393,True,False
E00394,True,False
E00395,True,False
E00396,True,False
E00397,True,False
E00398,True,False
E00399,True,False
E00400,True,False
E00401,True,False
E00402,True,False
E00403,False,True
E00404,True,False
E00405,True,False
E00406,True,False
E00407,True,False
E00408,True,False
E00409,True,False
E00410,True,False
E00411,True,False
E00412,True,False
E00413,False,True
E00414,True,False
E00415,True,False
E00416,False,True
E00417,True,False
E00418,True,False
E00419,True,False
E00420,True,False
E00421,True,False
E00422,True,False
E00423,True,False
E00424,True,False
E00425,True,False
E00426,True,False
E00427,True,False
E00428,True,False
E00429,False,True
E00430,False,True
E00431,True,False
E00432,True,False
E00433,True,False
E00434,True,False
E00435,True,False
E00436,True,False
E00437,True,False
E00438,False,True
E00439,True,False
E00440,False,True
E00441,True,False
E00442,True,False
E00443,False,True
E00444,True,False
E00445,True,False
E00446,True,False
E00447,True,False
E00448,True,False
E00449,True,False
E00450,True,False
E00451,True,False
E00452,False,True
E00453,False,True
E00454,True,False
E00455,True,False
E00456,True,False
E00457,True,False
E00458,True,False
E00459,True,False
E00460,True,False
E00461,True,False
E00462,True,False
E00463,False,True
E00464,True,False
E00465,True,False
E00466,True,False
E00467,True,False
E00468,True,False
E00469,True,False
E00470,True,False
E00471,True,False
E00472,True,False
E00473,True,False
E00474,True,False
E00475,True,False
E00476,True,False
E00477,False,True
E00478,False,True
E00479,True,False
E00480,True,False
E00481,True,False
E00482,False,True
E00483,True,False
E00484,True,False
E00485,True,False
E00486,True,False
E00487,True,False
E00488,True,False
E00489,True,False
E00490,True,False
E00491,False,True
E00492,False,True
E00493,True,False
E00494,True,False
E00495,True,False
E00496,True,False
E00497,True,False
E00498,True,False
E00499,False,True
E00500,True,False
E00501,True,False
E00502,True,False
E00503,True,False
E00504,True,False
E00505,True,False
E00506,True,False
E00507,False,True
E00508,True,False
E00509,False,True
E00510,True,False
E00511,True,False
E00512,True,False
E00513,True,False
E00514,False,True
E00515,True,False
E00516,True,False
E00517,False,True
E00518,False,True
E00519,True,False
E00520,True,False
E00521,True,False
E00522,False,True
E00523,True,False
E00524,False,True
E00525,False,True
E00526,False,True
E00527,True,False
E00528,False,True
E00529,True,False
E00530,True,False
E00531,False,True
E00532,True,False
E00533,True,False
E00534,True,False
E00535,True,False
E00536,True,False
E00537,True,False
E00538,False,True
E00539,True,False
E00540,True,False
E00541,True,False
E00542,True,False
E00543,False,True
E00544,True,False
E00545,True,False
E00546,True,False
E00547,False,True
E00548,True,False
E00549,True,False
E00550,True,False
E00551,False,True
E00552,False,True
E00553,True,False
E00554,True,False
E00555,True,False
E00556,True,False
E00557,False,True
E00558,True,False
E00559,True,False
E00560,True,False
E00561,True,False
E00562,True,False
E00563,True,False
E00564,True,False
E00565,True,False
E00566,True,False
E00567,True,False
E00568,True,False
E00569,True,False
E00570,False,True
E00571,True,False
E00572,False,True
E00573,False,True
E00574,True,False
E00575,True,False
E00576,True,False
E00577,False,True
E00578,True,False
E00579,False,True
E00580,True,False
E00581,True,False
E00582,True,False
E00583,False,True
E00584,True,False
E00585,True,False
E00586,True,False
E00587,True,False
E00588,True,False
E00589,True,False
E00590,True,False
E00591,True,False
E00592,True,False
E00593,True,False
E00594,True,False
E00595,True,False
E00596,True,False
E00597,True,False
E00598,True,False
E00599,False,True
E00600,False,True
E00601,True,False
E00602,True,False
E00603,False,True
E00604,True,False
E00605,True,False
E00606,False,True
E00607,True,False
E00608,True,False
E00609,True,False
E00610,True,False
E00611,True,False
E00612,False,True
E00613,True,False
E00614,False,True
E00615,True,False
E00616,True,False
E00617,False,True
E00618,True,False
E00619,False,True
E00620,True,False
E00621,True,False
E00622,True,False
E00623,True,False
E00624,True,False
E00625,True,False
E00626,True,False
E00627,True,False
E00628,True,False
E00629,True,False
E00630,False,True
E00631,True,False
E00632,True,False
E00633,True,False
E00634,True,False
E00635,False,True
E00636,True,False
E00637,True,False
E00638,True,False
E00639,True,False
E00640,True,False
E00641,True,False
E00642,True,False
E00643,False,True
E00644,True,False
E00645,False,True
E00646,True,False
E00647,True,False
E00648,True,False
E00649,True,False
E00650,False,True
E00651,True,False
E00652,True,False
E00653,True,False
E00654,True,False
E00655,True,False
E00656,True,False
E00657,True,False
E00658,True,False
E00659,True,False
E00660,True,False
E00661,True,False
E00662,True,False
E00663,True,False
E00664,False,True
E00665,False,True
E00666,True,False
E00667,True,False
E00668,False,True
E00669,False,True
E00670,True,False
E00671,True,False
E00672,True,False
E00673,True,False
E00674,True,False
E00675,False,True
E00676,True,False
E00677,True,False
E00678,False,True
E00679,False,True
E00680,False,True
E00681,True,False
E00682,False,True
E00683,True,False
E00684,True,False
E00685,True,False
E00686,True,False
E00687,True,False
E00688,True,False
E00689,False,True
E00690,True,False
E00691,True,False
E00692,True,False
E00693,False,True
E00694,False,True
E00695,False,True
E00696,True,False
E00697,True,False
E00698,True,False
E00699,True,False
E00700,True,False
E00701,True,False
E00702,True,False
E00703,True,False
E00704,True,False
E00705,True,False
E00706,True,False
E00707,True,False
E00708,True,False
E00709,True,False
E00710,True,False
E00711,True,False
E00712,True,False
E00713,True,False
E00714,True,False
E00715,False,True
E00716,True,False
E00717,True,False
E00718,True,False
E00719,False,True
E00720,True,False
E00721,True,False
E00722,True,False
E00723,True,False
E00724,False,True
E00725,False,True
E00726,True,False
E00727,False,True
E00728,True,False
E00729,True,False
E00730,True,False
E00731,True,False
E00732,True,False
E00733,False,True
E00734,True,False
E00735,False,True
E00736,True,False
E00737,True,False
E00738,True,False
E00739,True,False
E00740,True,False
E00741,True,False
E00742,True,False
E00743,True,False
E00744,True,False
E00745,True,False
E00746,True,False
E00747,True,False
E00748,True,False
E00749,True,False
E00750,False,True
E00751,True,False
E00752,True,False
E00753,True,False
E00754,True,False
E00755,False,True
E00756,True,False
E00757,False,True
E00758,True,False
E00759,True,False
E00760,True,False
E00761,True,False
E00762,False,True
E00763,True,False
E00764,True,False
E00765,True,False
E00766,True,False
E00767,True,False
E00768,True,False
E00769,True,False
E00770,False,True
E00771,False,True
E00772,True,False
E00773,True,False
E00774,True,False
E00775,True,False
E00776,False,True
E00777,True,False
E00778,True,False
E00779,True,False
E00780,True,False
E00781,True,False
E00782,True,False
E00783,True,False
E00784,True,False
E00785,True,False
E00786,True,False
E00787,True,False
E00788,True,False
E00789,True,False
E00790,True,False
E00791,False,True
E00792,True,False
E00793,True,False
E00794,True,False
E00795,True,False
E00796,True,False
E00797,True,False
E00798,False,True
E00799,True,False
E00800,False,True
E00801,True,False
E00802,True,False
E00803,True,False
E00804,False,True
E00805,False,True
E00806,True,False
E00807,True,False
E00808,True,False
E00809,True,False
E00810,False,True
E00811,True,False
E00812,True,False
E00813,False,True
E00814,True,False
E00815,True,False
E00816,True,False
E00817,True,False
E00818,True,False
E00819,True,False
E00820,False,True
E00821,False,True
E00822,True,False
E00823,True,False
E00824,True,False
E00825,True,False
E00826,True,False
E00827,True,False
E00828,False,True
E00829,True,False
E00830,True,False
E00831,True,False
E00832,True,False
E00833,True,False
E00834,True,False
E00835,True,False
E00836,True,False
E00837,False,True
E00838,True,False
E00839,True,False
E00840,True,False
E00841,True,False
E00842,True,False
E00843,True,False
E00844,False,True
E00845,True,False
E00846,True,False
E00847,True,False
E00848,True,False
E00849,True,False
E00850,True,False
E00851,True,False
E00852,True,False
E00853,True,False
E00854,True,False
E00855,True,False
E00856,True,False
E00857,True,False
E00858,True,False
E00859,True,False
E00860,True,False
E00861,True,False
E00862,True,False
E00863,True,False
E00864,False,True
E00865,True,False
E00866,True,False
E00867,True,False
E00868,True,False
E00869,True,False
E00870,False,True
E00871,True,False
E00872,False,True
E00873,False,True
E00874,True,False
E00875,True,False
E00876,False,True
E00877,True,False
E00878,True,False
E00879,False,True
E00880,True,False
E00881,True,False
E00882,True,False
E00883,True,False
E00884,True,False
E00885,False,True
E00886,False,True
E00887,True,False
E00888,False,True
E00889,True,False
E00890,True,False
E00891,False,True
E00892,False,True
E00893,True,False
E00894,False,True
E00895,True,False
E00896,True,False
E00897,False,True
E00898,False,True
E00899,False,True
E00900,True,False
E00901,True,False
E00902,True,False
E00903,True,False
E00904,True,False
E00905,True,False
E00906,False,True
E00907,True,False
E00908,True,False
E00909,False,True
E00910,True,False
E00911,False,True
E00912,True,False
E00913,True,False
E00914,False,True
E00915,True,False
E00916,True,False
E00917,True,False
E00918,True,False
E00919,True,False
E00920,True,False
E00921,False,True
E00922,True,False
E00923,True,False
E00924,False,True
E00925,True,False
E00926,False,True
E00927,True,False
E00928,True,False
E00929,True,False
E00930,True,False
E00931,True,False
E00932,True,False
E00933,True,False
E00934,True,False
E00935,False,True
E00936,False,True
E00937,True,False
E00938,True,False
E00939,False,True
E00940,False,True
E00941,False,True
E00942,True,False
E00943,True,False
E00944,True,False
E00945,True,False
E00946,True,False
E00947,True,False
E00948,True,False
E00949,True,False
E00950,True,False
E00951,True,False
E00952,True,False
E00953,True,False
E00954,True,False
E00955,False,True
E00956,True,False
E00957,True,False
E00958,True,False
E00959,True,False
E00960,True,False
E00961,True,False
E00962,False,True
E00963,True,False
E00964,True,False
E00965,False,True
E00966,True,False
E00967,False,True
E00968,True,False
E00969,True,False
E00970,True,False
E00971,False,True
E00972,False,True
E00973,True,False
E00974,True,False
E00975,True,False
E00976,True,False
E00977,False,True
E00978,False,True
E00979,False,True
E00980,True,False
E00981,True,False
E00982,False,True
E00983,True,False
E00984,True,False
E00985,True,False
E00986,True,False
E00987,True,False
E00988,True,False
E00989,False,True
E00990,True,False
E00991,True,False
E00992,True,False
E00993,True,False
E00994,False,True
E00995,True,False
E00996,True,False
E00997,True,False
E00998,False,True
E00999,True,False
E01000,True,False
E01001,True,False
E01002,False,True
E01003,False,True
E01004,False,True
E01005,True,False
E01006,True,False
E01007,True,False
E01008,True,False
E01009,True,False
E01010,True,False
E01011,True,False
E01012,False,True
E01013,False,True
E01014,True,False
E01015,True,False
E01016,True,False
E01017,True,False
E01018,True,False
E01019,True,False
E01020,True,False
E01021,True,False
E01022,True,False
E01023,True,False
E01024,True,False
E01025,True,False
E01026,True,False
E01027,True,False
E01028,True,False
E01029,True,False
E01030,False,True
E01031,True,False
E01032,False,True
E01033,True,False
E01034,True,False
E01035,True,False
E01036,False,True
E01037,True,False
E01038,True,False
E01039,False,True
E01040,True,False
E01041,True,False
E01042,True,False
E01043,True,False
E01044,False,True
E01045,False,True
E01046,True,False
E01047,True,False
E01048,True,False
E01049,True,False
E01050,True,False
E01051,True,False
E01052,True,False
E01053,True,False
E01054,True,False
E01055,False,True
E01056,True,False
E01057,True,False
E01058,False,True
E01059,True,False
E01060,False,True
E01061,False,True
E01062,True,False
E01063,False,True
E01064,True,False
E01065,True,False
E01066,True,False
E01067,False,True
E01068,False,True
E01069,True,False
E01070,True,False
E01071,True,False
E01072,False,True
E01073,True,False
E01074,True,False
E01075,False,True
E01076,True,False
E01077,True,False
E01078,True,False
E01079,True,False
E01080,True,False
E01081,True,False
E01082,True,False
E01083,True,False
E01084,True,False
E01085,True,False
E01086,True,False
E01087,True,False
E01088,False,True
E01089,True,False
E01090,True,False
E01091,True,False
E01092,False,True
E01093,True,False
E01094,True,False
E01095,True,False
E01096,True,False
E01097,True,False
E01098,True,False
E01099,True,False
E01100,False,True
E01101,True,False
E01102,True,False
E01103,False,True
E01104,True,False
E01105,True,False
E01106,True,False
E01107,False,True
E01108,True,False
E01109,True,False
E01110,True,False
E01111,True,False
E01112,True,False
E01113,True,False
E01114,True,False
E01115,False,True
E01116,True,False
E01117,True,False
E01118,True,False
E01119,True,False
E01120,True,False
E01121,True,False
E01122,True,False
E01123,True,False
E01124,False,True
E01125,True,False
E01126,True,False
E01127,True,False
E01128,False,True
E01129,True,False
E01130,True,False
E01131,False,True
E01132,True,False
E01133,True,False
E01134,True,False
E01135,True,False
E01136,True,False
E01137,True,False
E01138,True,False
E01139,False,True
E01140,True,False
E01141,False,True
E01142,True,False
E01143,True,False
E01144,True,False
E01145,True,False
E01146,True,False
E01147,True,False
E01148,True,False
E01149,True,False
E01150,True,False
E01151,True,False
E01152,False,True
E01153,False,True
E01154,True,False
E01155,True,False
E01156,True,False
E01157,True,False
E01158,True,False
E01159,True,False
E01160,True,False
E01161,True,False
E01162,True,False
E01163,True,False
E01164,True,False
E01165,True,False
E01166,True,False
E01167,True,False
E01168,True,False
E01169,False,True
E01170,True,False
E01171,True,False
E01172,False,True
E01173,False,True
E01174,True,False
E01175,True,False
E01176,False,True
E01177,True,False
E01178,True,False
E01179,True,False
E01180,True,False
E01181,True,False
E01182,True,False
E01183,True,False
E01184,True,False
E01185,True,False
E01186,False,True
E01187,True,False
E01188,True,False
E01189,True,False
E01190,True,False
E01191,True,False
E01192,True,False
E01193,True,False
E01194,False,True
E01195,True,False
E01196,True,False
E01197,True,False
E01198,True,False
E01199,True,False
E01200,True,False
E01201,True,False
E01202,True,False
E01203,False,True
E01204,True,False
E01205,False,True
E01206,True,False
E01207,True,False
E01208,False,True
E01209,False,True
E01210,True,False
E01211,True,False
E01212,True,False
E01213,True,False
E01214,False,True
E01215,True,False
E01216,True,False
E01217,True,False
E01218,False,True
E01219,True,False
E01220,True,False
E01221,True,False
E01222,False,True
E01223,True,False
E01224,True,False
E01225,True,False
E01226,True,False
E01227,True,False
E01228,True,False
E01229,True,False
E01230,True,False
E01231,True,False
E01232,True,False
E01233,False,True
E01234,True,False
E01235,False,True
E01236,True,False
E01237,False,True
E01238,True,False
E01239,True,False
E01240,True,False
E01241,True,False
E01242,True,False
E01243,False,True
E01244,True,False
E01245,False,True
E01246,True,False
E01247,True,False
E01248,False,True
E01249,True,False
E01250,False,True
E01251,False,True
E01252,False,True
E01253,False,True
E01254,True,False
E01255,True,False
E01256,True,False
E01257,True,False
E01258,True,False
E01259,True,False
E01260,True,False
E01261,True,False
E01262,True,False
E01263,True,False
E01264,True,False
E01265,True,False
E01266,True,False
E01267,True,False
E01268,True,False
E01269,True,False
E01270,True,False
E01271,True,False
E01272,True,False
E01273,True,False
E01274,True,False
E01275,True,False
E01276,False,True
E01277,True,False
E01278,False,True
E01279,False,True
E01280,True,False
E01281,True,False
E01282,True,False
E01283,True,False
E01284,True,False
E01285,True,False
E01286,False,True
E01287,True,False
E01288,True,False
E01289,True,False
E01290,False,True
E01291,True,False
E01292,True,False
E01293,True,False
E01294,True,False
E01295,False,True
E01296,False,True
E01297,True,False
E01298,True,False
E01299,False,True
E01300,True,False
E01301,False,True
E01302,True,False
E01303,True,False
E01304,False,True
E01305,True,False
E01306,True,False
E01307,True,False
E01308,True,False
E01309,True,False
E01310,True,False
E01311,False,True
E01312,True,False
E01313,True,False
E01314,True,False
E01315,True,False
E01316,True,False
E01317,True,False
E01318,True,False
E01319,True,False
E01320,True,False
E01321,True,False
E01322,False,True
E01323,True,False
E01324,False,True
E01325,True,False
E01326,True,False
E01327,True,False
E01328,True,False
E01329,True,False
E01330,True,False
E01331,True,False
E01332,True,False
E01333,True,False
E01334,True,False
E01335,True,False
E01336,False,True
E01337,True,False
E01338,True,False
E01339,False,True
E01340,True,False
E01341,False,True
E01342,True,False
E01343,True,False
E01344,True,False
E01345,True,False
E01346,True,False
E01347,True,False
E01348,True,False
E01349,True,False
E01350,False,True
E01351,False,True
E01352,True,False
E01353,True,False
E01354,True,False
E01355,True,False
E01356,True,False
E01357,True,False
E01358,True,False
E01359,True,False
E01360,True,False
E01361,True,False
E01362,True,False
E01363,False,True
E01364,True,False
E01365,False,True
E01366,True,False
E01367,True,False
E01368,True,False
E01369,False,True
E01370,False,True
E01371,True,False
E01372,True,False
E01373,True,False
E01374,False,True
E01375,True,False
E01376,True,False
E01377,True,False
E01378,False,True
E01379,True,False
E01380,True,False
E01381,True,False
E01382,True,False
E01383,True,False
E01384,True,False
E01385,True,False
E01386,True,False
E01387,True,False
E01388,True,False
E01389,True,False
E01390,True,False
E01391,True,False
E01392,True,False
E01393,True,False
E01394,True,False
E01395,True,False
E01396,True,False
E01397,False,True
E01398,True,False
E01399,True,False
E01400,True,False
E01401,True,False
E01402,True,False
E01403,True,False
E01404,True,False
E01405,False,True
E01406,False,True
E01407,True,False
E01408,True,False
E01409,False,True
E01410,True,False
E01411,True,False
E01412,True,False
E01413,True,False
E01414,True,False
E01415,True,False
E01416,True,False
E01417,True,False
E01418,False,True
E01419,False,True
E01420,True,False
E01421,True,False
E01422,True,False
E01423,True,False
E01424,True,False
E01425,True,False
E01426,True,False
E01427,True,False
E01428,True,False
E01429,True,False
E01430,False,True
E01431,True,False
E01432,True,False
E01433,True,False
E01434,True,False
E01435,False,True
E01436,True,False
E01437,False,True
E01438,True,False
E01439,True,False
E01440,True,False
E01441,True,False
E01442,True,False
E01443,True,False
E01444,True,False
E01445,True,False
E01446,False,True
E01447,False,True
E01448,True,False
E01449,True,False
E01450,True,False
E01451,True,False
E01452,True,False
E01453,True,False
E01454,True,False
E01455,True,False
E01456,True,False
E01457,True,False
E01458,True,False
E01459,False,True
E01460,True,False
E01461,True,False
E01462,True,False
E01463,False,True
E01464,True,False
E01465,False,True
E01466,True,False
E01467,True,False
E01468,True,False
E01469,True,False
E01470,True,False
E01471,True,False
E01472,True,False
E01473,True,False
E01474,True,False
E01475,True,False
E01476,False,True
E01477,False,True
E01478,True,False
E01479,True,False
E01480,True,False
E01481,False,True
E01482,True,False
E01483,False,True
E01484,False,True
E01485,True,False
E01486,True,False
E01487,True,False
E01488,True,False
E01489,True,False
E01490,True,False
E01491,False,True
E01492,False,True
E01493,True,False
E01494,True,False
E01495,True,False
E01496,True,False
E01497,False,True
E01498,True,False
E01499,True,False
E01500,True,False
E01501,True,False
E01502,True,False
E01503,True,False
E01504,False,True
E01505,False,True
E01506,True,False
E01507,True,False
E01508,True,False
E01509,True,False
E01510,False,True
E01511,True,False
E01512,True,False
E01513,True,False
E01514,True,False
E01515,True,False
E01516,True,False
E01517,True,False
E01518,True,False
E01519,True,False
E01520,True,False
E01521,True,False
E01522,True,False
E01523,True,False
E01524,True,False
E01525,True,False
E01526,True,False
E01527,True,False
E01528,True,False
E01529,True,False
E01530,True,False
E01531,True,False
E01532,True,False
E01533,True,False
E01534,False,True
E01535,True,False
E01536,True,False
E01537,True,False
E01538,True,False
E01539,True,False
E01540,True,False
E01541,True,False
E01542,True,False
E01543,True,False
E01544,True,False
E01545,True,False
E01546,True,False
E01547,True,False
E01548,True,False
E01549,True,False
E01550,True,False
E01551,True,False
E01552,True,False
E01553,False,True
E01554,True,False
E01555,True,False
E01556,True,False
E01557,True,False
E01558,True,False
E01559,True,False
E01560,True,False
E01561,True,False
E01562,True,False
E01563,True,False
E01564,True,False
E01565,True,False
E01566,True,False
E01567,True,False
E01568,False,True
E01569,True,False
E01570,True,False
E01571,True,False
E01572,False,True
E01573,True,False
E01574,True,False
E01575,True,False
E01576,True,False
E01577,True,False
E01578,True,False
E01579,True,False
E01580,True,False
E01581,True,False
E01582,True,False
E01583,False,True
E01584,False,True
E01585,True,False
E01586,True,False
E01587,True,False
E01588,False,True
E01589,True,False
E01590,True,False
E01591,False,True
E01592,True,False
E01593,True,False
E01594,False,True
E01595,True,False
E01596,True,False
E01597,True,False
E01598,True,False
E01599,True,False
E01600,False,True
E01601,False,True
E01602,True,False
E01603,True,False
E01604,False,True
E01605,True,False
E01606,True,False
E01607,True,False
E01608,True,False
E01609,True,False
E01610,True,False
E01611,False,True
E01612,False,True
E01613,True,False
E01614,True,False
E01615,True,False
E01616,True,False
E01617,True,False
E01618,False,True
E01619,True,False
E01620,True,False
E01621,True,False
E01622,True,False
E01623,True,False
E01624,True,False
E01625,True,False
E01626,True,False
E01627,True,False
E01628,True,False
E01629,True,False
E01630,True,False
E01631,False,True
E01632,True,False
E01633,True,False
E01634,True,False
E01635,True,False
E01636,True,False
E01637,True,False
E01638,True,False
E01639,True,False
E01640,True,False
E01641,True,False
E01642,False,True
E01643,True,False
E01644,True,False
E01645,True,False
E01646,True,False
E01647,True,False
E01648,True,False
E01649,True,False
E01650,True,False
E01651,True,False
E01652,True,False
E01653,False,True
E01654,False,True
E01655,False,True
E01656,True,False
E01657,True,False
E01658,True,False
E01659,True,False
E01660,True,False
E01661,True,False
E01662,True,False
E01663,True,False
E01664,True,False
E01665,True,False
E01666,True,False
E01667,True,False
E01668,False,True
E01669,False,True
E01670,True,False
E01671,True,False
E01672,False,True
E01673,False,True
E01674,False,True
E01675,False,True
E01676,True,False
E01677,True,False
E01678,False,True
E01679,True,False
E01680,True,False
E01681,True,False
E01682,True,False
E01683,False,True
E01684,False,True
E01685,True,False
E01686,True,False
E01687,True,False
E01688,True,False
E01689,True,False
E01690,True,False
E01691,True,False
E01692,True,False
E01693,False,True
E01694,True,False
E01695,True,False
E01696,True,False
E01697,False,True
E01698,True,False
E01699,True,False
E01700,True,False
E01701,True,False
E01702,True,False
E01703,True,False
E01704,True,False
E01705,True,False
E01706,True,False
E01707,True,False
E01708,True,False
E01709,False,True
E01710,True,False
E01711,False,True
E01712,True,False
E01713,True,False
E01714,True,False
E01715,True,False
E01716,True,False
E01717,True,False
E01718,False,True
E01719,True,False
E01720,True,False
E01721,True,False
E01722,True,False
E01723,True,False
E01724,False,True
E01725,True,False
E01726,True,False
E01727,True,False
E01728,True,False
E01729,True,False
E01730,True,False
E01731,True,False
E01732,True,False
E01733,False,True
E01734,True,False
E01735,True,False
E01736,False,True
E01737,True,False
E01738,True,False
E01739,True,False
E01740,True,False
E01741,False,True
E01742,True,False
E01743,True,False
E01744,False,True
E01745,True,False
E01746,True,False
E01747,False,True
E01748,True,False
